ID,Locality,Sale_rent,Zipcode,Building condition,Price,Kitchen type,Living area,Furnished,Surface of the plot,Number of frontages,Swimming pool,Bedrooms,Garden,Garden surface,Terrace,Terrace surface,Type of property
10309028,gavere,for-sale,9890,True,346000,True,114 m² square meters,False,0,4,False,3,False,0,True,11 m² square meters,Mixed-use building
10198672,jette,for-sale,1090,True,350000,True,102 m² square meters,False,0,0,False,2,False,0,True,19 m² square meters,Apartment
10322556,blankenberge,for-sale,8370,False,358000,True,116 m² square meters,False,0,2,False,3,False,0,True,9 m² square meters,Apartment
10306501,deinze,for-sale,9800,True,365000,True,0,False,0,2,False,2,False,0,True,12 m² square meters,Apartment
10323439,evere,for-sale,1140,True,370000,True,100 m² square meters,False,0,0,False,3,False,0,True,6 m² square meters,Apartment
10288611,evere,for-sale,1140,True,370000,True,87 m² square meters,False,0,2,False,2,False,0,True,26 m² square meters,Apartment
10300603,uccle,for-sale,1180,True,406000,True,92 m² square meters,False,0,2,False,2,False,0,True,31 m² square meters,House
10234717,sint-pieters-leeuw,for-sale,1600,True,467141,True,148 m² square meters,False,0,0,False,3,False,0,True,19 m² square meters,Apartment
10311073,mont-saint-guibert,for-sale,1435,True,477000,True,143 m² square meters,False,0,0,False,3,False,0,True,31 m² square meters,House
10249124,waterloo,for-sale,1410,True,490000,True,109 m² square meters,False,0,2,False,3,False,0,True,38 m² square meters,Mixed-use building
10249213,waterloo,for-sale,1410,True,495000,True,118 m² square meters,False,0,2,False,3,False,0,True,23 m² square meters,Mixed-use building
10321644,uccle,for-sale,1180,True,499000,True,160 m² square meters,False,0,3,False,3,False,0,True,5 m² square meters,Apartment
8848343,auderghem,for-sale,1160,True,511500,True,102 m² square meters,False,0,0,False,2,False,0,True,25 m² square meters,Apartment
10132381,auderghem,for-sale,1160,True,531500,True,104 m² square meters,False,0,2,False,2,False,0,True,25 m² square meters,Apartment
10114734,uccle,for-sale,1180,True,540000,True,123 m² square meters,False,0,3,False,3,False,0,True,22 m² square meters,Apartment
10223038,bruxelles,for-sale,1000,True,560000,True,149 m² square meters,False,0,3,False,3,False,0,True,36 m² square meters,House
10267278,schaerbeek,for-sale,1030,True,625000,True,150 m² square meters,False,0,2,False,2,False,0,True,66 m² square meters,House
10138569,grimbergen-humbeek,for-sale,1851,True,659000,True,214 m² square meters,False,0,0,False,4,False,0,True,96 m² square meters,House
10342999,leuven,for-sale,3000,False,320000,True,95 m² square meters,False,0,0,False,2,False,0,True,4 m² square meters,Apartment
10342998,leuven,for-sale,3000,False,585000,True,190 m² square meters,False,0,0,False,4,False,0,True,13 m² square meters,Apartment
10342997,wijgmaal,for-sale,3018,False,435000,True,171 m² square meters,False,725 m² square meters,0,False,3,True,300 m² square meters,False,0,Mixed-use building
10130128,heist-op-den-berg,for-sale,2220,True,320000,False,160 m² square meters,False,1300 m² square meters,0,False,3,True,0,False,0,House
10342995,heist-op-den-berg,for-sale,2220,True,425000,True,0,False,934 m² square meters,0,True,3,True,0,False,0,House
10342994,genk,for-sale,3600,False,229000,False,175 m² square meters,False,486 m² square meters,0,False,3,True,0,False,0,House
10342993,edegem,for-sale,2650,True,283900,True,78 m² square meters,False,0,2,False,2,False,0,True,3 m² square meters,Apartment
10342989,ledeberg,for-sale,9050,True,339000,False,154 m² square meters,False,91 m² square meters,0,False,2,False,0,True,0,House
10114736,uccle,for-sale,1180,True,710000,True,142 m² square meters,False,0,3,False,3,False,0,True,58 m² square meters,House
8950154,sterrebeek,for-sale,1933,True,825000,True,130 m² square meters,False,0,2,False,2,False,0,True,20 m² square meters,Apartment
9863144,uccle,for-sale,1180,True,1100000,True,165 m² square meters,False,0,2,False,3,False,0,True,22 m² square meters,House
8950153,sterrebeek,for-sale,1933,True,1295000,True,195 m² square meters,False,0,2,False,4,False,0,True,21 m² square meters,Apartment
8950148,sterrebeek,for-sale,1933,True,1550000,True,218 m² square meters,False,0,2,False,4,False,0,True,85 m² square meters,House
8950252,sterrebeek,for-sale,1933,True,1750000,True,218 m² square meters,False,0,2,False,3,False,0,True,122 m² square meters,House
10282372,ixelles,for-sale,1050,True,1995000,True,277 m² square meters,False,0,4,False,4,False,0,True,111 m² square meters,House
10282314,ixelles,for-sale,1050,True,1995000,True,277 m² square meters,False,0,2,False,4,False,0,True,111 m² square meters,House
10141110,ixelles,for-sale,1050,True,1995000,True,277 m² square meters,False,0,2,False,4,False,0,True,111 m² square meters,House
8943103,sterrebeek,for-sale,1933,True,2950000,True,258 m² square meters,False,0,2,False,3,False,0,True,85 m² square meters,House
10318857,ronse,for-sale,9600,True,225000,True,145 m² square meters,False,203 m² square meters,2,False,3,True,70 m² square meters,True,25 m² square meters,House
10319351,flemalle,for-sale,4400,True,310000,True,156 m² square meters,False,287 m² square meters,4,False,3,True,216 m² square meters,True,10 m² square meters,House
10318565,woluwe-saint-lambert,for-sale,1200,True,495000,True,198 m² square meters,False,100 m² square meters,4,False,3,False,0,True,40 m² square meters,House
10319730,hasselt,for-sale,3500,True,749000,True,350 m² square meters,False,270 m² square meters,2,False,6,False,0,False,0,Mansion
10318666,sint-pieters-leeuw,for-sale,1600,True,950000,True,300 m² square meters,False,1250 m² square meters,4,False,5,True,1000 m² square meters,True,25 m² square meters,Mixed-use building
10327555,saint-josse-ten-noode,for-sale,1210,True,170000,False,52 m² square meters,False,0,4,False,1,False,0,False,0,Apartment
10326200,ganshoren,for-sale,1083,True,219000,True,75 m² square meters,False,0,0,False,1,False,0,False,0,Apartment
10313919,schaerbeek,for-sale,1030,True,145000,True,51 m² square meters,False,0,2,False,0,False,0,True,10 m² square meters,Mixed-use building
10313963,liege,for-sale,4000,True,229000,True,116 m² square meters,False,0,0,False,2,False,0,False,0,Apartment
10339667,sint-pieters-leeuw,for-sale,1600,False,0,False,0,False,0,0,False,0,False,0,False,0,Apartment
10329140,huy,for-sale,4500,True,130000,True,145 m² square meters,False,260 m² square meters,2,False,8,True,200 m² square meters,True,0,House
10329456,heverlee,for-sale,3001,True,385000,False,128 m² square meters,False,180 m² square meters,3,False,4,True,0,True,0,House
10329311,sint-genesius-rode,for-sale,1640,True,415000,True,141 m² square meters,False,352 m² square meters,4,False,3,False,0,False,0,House
10329206,roosdaal,for-sale,1760,True,429000,True,185 m² square meters,False,769 m² square meters,4,False,5,False,0,True,0,Mixed-use building
10329887,gent,for-sale,9000,True,495000,True,228 m² square meters,False,295 m² square meters,3,False,3,False,0,False,0,House
10329454,stekene,for-sale,9190,True,520000,True,250 m² square meters,False,1354 m² square meters,4,False,3,True,0,True,0,House
10329478,vorselaar,for-sale,2290,True,695000,True,353 m² square meters,False,1063 m² square meters,4,False,4,True,0,True,2 m² square meters,Mixed-use building
10332391,jodoigne,for-sale,1370,True,285000,True,255 m² square meters,False,986 m² square meters,3,False,4,True,0,False,0,House
10331667,nivelles,for-sale,1400,True,495000,True,181 m² square meters,False,165 m² square meters,2,False,4,True,70 m² square meters,True,8 m² square meters,Apartment
10331662,nivelles,for-sale,1400,True,495000,True,181 m² square meters,False,165 m² square meters,2,False,4,True,70 m² square meters,True,8 m² square meters,Mixed-use building
10286399,marke,for-sale,8510,False,345000,True,176 m² square meters,False,1035 m² square meters,0,False,3,False,0,False,0,Mixed-use building
10343025,merksem,for-sale,2170,True,1180000,False,400 m² square meters,False,618 m² square meters,0,False,6,True,400 m² square meters,True,27 m² square meters,Apartment
10343024,merksem,for-sale,2170,True,590000,False,200 m² square meters,False,309 m² square meters,0,False,4,True,200 m² square meters,True,27 m² square meters,Apartment
10343023,merksem,for-sale,2170,True,590000,False,0,False,309 m² square meters,0,False,2,True,200 m² square meters,False,0,Apartment
10343022,merksem,for-sale,2170,True,355000,False,150 m² square meters,False,240 m² square meters,0,False,4,True,110 m² square meters,True,32 m² square meters,House
10343021,knokke,for-sale,8300,True,1175000,True,72 m² square meters,True,0,2,False,2,False,0,True,0,Apartment
10343020,blankenberge,for-sale,8370,False,275000,False,82 m² square meters,False,0,0,False,2,False,0,True,0,Apartment
10343019,blankenberge,for-sale,8370,False,260000,False,81 m² square meters,False,0,0,False,2,False,0,True,0,Apartment
10332671,lommel,for-sale,3920,True,699000,True,367 m² square meters,False,1963 m² square meters,0,False,6,True,950 m² square meters,True,38 m² square meters,House
10338374,lier,for-sale,2500,False,365000,True,126 m² square meters,False,0,2,False,2,False,0,True,34 m² square meters,House
10338373,lier,for-sale,2500,False,365000,True,126 m² square meters,False,0,2,False,2,False,0,True,34 m² square meters,Apartment
10337974,tubize,for-sale,1480,True,230000,True,121 m² square meters,False,180 m² square meters,2,False,3,False,0,True,0,House
10336741,gent,for-sale,9000,True,275125,True,80 m² square meters,False,43 m² square meters,2,False,2,False,0,True,0,House
10337456,liedekerke,for-sale,1770,True,399000,False,240 m² square meters,False,270 m² square meters,3,False,4,False,0,False,0,House
10338027,melles,for-sale,7540,True,630000,True,500 m² square meters,False,2264 m² square meters,4,False,3,False,0,True,0,Mansion
10334784,oostende,for-sale,8400,True,169000,True,120 m² square meters,False,0,0,False,3,False,0,False,0,Apartment
10334572,halle,for-sale,1500,True,254000,True,70 m² square meters,False,0,2,False,2,False,0,True,50 m² square meters,Apartment
10335508,aalst,for-sale,9300,True,495000,True,235 m² square meters,False,0,0,False,3,False,0,True,60 m² square meters,Mixed-use building
10120096,liege,for-sale,4020,True,69000,True,54 m² square meters,False,81 m² square meters,3,False,1,False,0,False,0,House
10227819,riemst-zichen-zussen-bolder,for-sale,3770,True,89000,True,114 m² square meters,False,1033 m² square meters,3,False,3,True,700 m² square meters,True,40 m² square meters,House
10252333,hotton,for-sale,6990,True,98000,True,90 m² square meters,False,237 m² square meters,3,False,2,True,237 m² square meters,True,0,House
10290692,barvaux-sur-ourthe,for-sale,6940,True,129000,True,74 m² square meters,False,330 m² square meters,4,False,2,False,0,True,21 m² square meters,House
10140917,genappe,for-sale,1470,True,175000,True,95 m² square meters,False,260 m² square meters,2,False,2,False,0,True,0,House
10216786,habay,for-sale,6720,True,190000,True,256 m² square meters,False,568 m² square meters,3,False,4,True,348 m² square meters,True,0,House
10252836,bornem,for-sale,2880,True,194000,True,100 m² square meters,False,283 m² square meters,3,False,3,True,150 m² square meters,False,0,House
10169706,liege,for-sale,4030,True,199000,True,187 m² square meters,False,250 m² square meters,2,False,3,False,0,True,36 m² square meters,Apartment
10226391,gembloux,for-sale,5030,True,225000,True,160 m² square meters,False,400 m² square meters,2,False,2,True,320 m² square meters,True,0,House
10238089,liege,for-sale,4031,True,229000,True,175 m² square meters,False,145 m² square meters,2,False,3,True,52 m² square meters,True,33 m² square meters,House
9722868,ampsin,for-sale,4540,True,245000,True,180 m² square meters,False,514 m² square meters,0,False,4,False,0,True,0,House
9995593,villers-la-ville,for-sale,1495,True,275000,True,109 m² square meters,False,852 m² square meters,4,False,2,True,782 m² square meters,False,0,Mixed-use building
